-7.262000000000000000e+03	-6.124000000000000000e+03	-4.646000000000000000e+03
-7.175000000000000000e+03	-6.473000000000000000e+03	-4.853000000000000000e+03
-7.115000000000000000e+03	-7.059000000000000000e+03	-5.078000000000000000e+03
-6.936000000000000000e+03	-6.896000000000000000e+03	-5.356000000000000000e+03
-6.876000000000000000e+03	-7.048000000000000000e+03	-5.431000000000000000e+03
-6.834000000000000000e+03	-6.302000000000000000e+03	-5.558000000000000000e+03
-6.810000000000000000e+03	-7.623000000000000000e+03	-5.143000000000000000e+03
-6.775000000000000000e+03	-7.198000000000000000e+03	-5.595000000000000000e+03
-6.709000000000000000e+03	-7.339000000000000000e+03	-5.157000000000000000e+03
-6.681000000000000000e+03	-7.440000000000000000e+03	-5.439000000000000000e+03
-6.647000000000000000e+03	-7.606000000000000000e+03	-5.505000000000000000e+03
-6.607000000000000000e+03	-6.079000000000000000e+03	-5.693000000000000000e+03
-6.590000000000000000e+03	-6.368000000000000000e+03	-5.711000000000000000e+03
-6.562000000000000000e+03	-7.174000000000000000e+03	-5.773000000000000000e+03
-6.546000000000000000e+03	-7.322000000000000000e+03	-5.519000000000000000e+03
-6.534000000000000000e+03	-6.450000000000000000e+03	-5.913000000000000000e+03
-6.520000000000000000e+03	-6.642000000000000000e+03	-5.862000000000000000e+03
-6.508000000000000000e+03	-7.798000000000000000e+03	-5.357000000000000000e+03
-6.470000000000000000e+03	-7.762000000000000000e+03	-5.660000000000000000e+03
-6.389000000000000000e+03	-7.745000000000000000e+03	-5.803000000000000000e+03
-6.353000000000000000e+03	-7.832000000000000000e+03	-4.775000000000000000e+03
-6.335000000000000000e+03	-6.156000000000000000e+03	-5.954000000000000000e+03
-6.328000000000000000e+03	-7.056000000000000000e+03	-5.923000000000000000e+03
-6.309000000000000000e+03	-6.964000000000000000e+03	-6.083000000000000000e+03
-6.307000000000000000e+03	-7.745000000000000000e+03	-6.022000000000000000e+03
-6.304000000000000000e+03	-7.313000000000000000e+03	-6.071000000000000000e+03
-6.269000000000000000e+03	-7.787000000000000000e+03	-5.710000000000000000e+03
-6.241000000000000000e+03	-7.886000000000000000e+03	-5.584000000000000000e+03
-6.233000000000000000e+03	-5.562000000000000000e+03	-6.156000000000000000e+03
-6.222000000000000000e+03	-7.313000000000000000e+03	-6.290000000000000000e+03
-6.206000000000000000e+03	-7.461000000000000000e+03	-6.036000000000000000e+03
-6.203000000000000000e+03	-8.362000000000000000e+03	-5.422000000000000000e+03
-6.102000000000000000e+03	-8.078000000000000000e+03	-5.436000000000000000e+03
-6.080000000000000000e+03	-7.522000000000000000e+03	-6.157000000000000000e+03
-5.965000000000000000e+03	-6.713000000000000000e+03	-6.354000000000000000e+03
-5.951000000000000000e+03	-6.905000000000000000e+03	-6.303000000000000000e+03
-5.939000000000000000e+03	-8.061000000000000000e+03	-5.798000000000000000e+03
-5.930000000000000000e+03	-6.796000000000000000e+03	-6.534000000000000000e+03
-5.901000000000000000e+03	-8.025000000000000000e+03	-6.101000000000000000e+03
-5.863000000000000000e+03	-8.067000000000000000e+03	-5.789000000000000000e+03
-5.788000000000000000e+03	-7.005000000000000000e+03	-6.401000000000000000e+03
-5.759000000000000000e+03	-7.319000000000000000e+03	-6.364000000000000000e+03
-5.740000000000000000e+03	-7.227000000000000000e+03	-6.524000000000000000e+03
-5.721000000000000000e+03	-8.276000000000000000e+03	-5.656000000000000000e+03
-5.706000000000000000e+03	-7.005000000000000000e+03	-6.620000000000000000e+03
-5.700000000000000000e+03	-8.050000000000000000e+03	-6.151000000000000000e+03
-5.674000000000000000e+03	-7.802000000000000000e+03	-6.236000000000000000e+03
-5.605000000000000000e+03	-6.721000000000000000e+03	-6.634000000000000000e+03
-5.565000000000000000e+03	-7.544000000000000000e+03	-6.261000000000000000e+03
-5.473000000000000000e+03	-7.827000000000000000e+03	-6.286000000000000000e+03
-5.444000000000000000e+03	-8.234000000000000000e+03	-5.733000000000000000e+03
-5.338000000000000000e+03	-7.321000000000000000e+03	-6.396000000000000000e+03
-5.319000000000000000e+03	-7.377000000000000000e+03	-6.539000000000000000e+03
-5.300000000000000000e+03	-7.285000000000000000e+03	-6.699000000000000000e+03
-5.158000000000000000e+03	-6.579000000000000000e+03	-6.962000000000000000e+03
-5.099000000000000000e+03	-7.310000000000000000e+03	-6.749000000000000000e+03
-5.033000000000000000e+03	-7.885000000000000000e+03	-6.461000000000000000e+03
